pID,Name,GenerationNumber,Species,PrimaryType,Height,Weight,PrimaryAbility,HP,Attack,Defense,SpecialAttack,SpecialDefense,Speed,CatchRate,BaseFriendship,BaseExperience,GrowthRate,PrimaryEggType,EggCycles
797,Celesteela,7,Launch  ,Steel,9.2,999.9,Beast Boost,97,101,103,107,101,61,45.0,0.0,257.0,Slow,Undiscovered,120.0
798,Kartana,7,Drawn Sword  ,Grass,0.3,0.1,Beast Boost,59,181,131,59,31,109,45.0,0.0,257.0,Slow,Undiscovered,120.0
799,Guzzlord,7,Junkivore  ,Dark,5.5,888.0,Beast Boost,223,101,53,97,53,43,45.0,0.0,257.0,Slow,Undiscovered,120.0
800,Necrozma,7,Prism  ,Psychic,2.4,230.0,Prism Armor,97,107,101,127,89,79,255.0,0.0,270.0,Slow,Undiscovered,120.0
800,Dusk Mane Necrozma,7,Prism  ,Psychic,3.8,460.0,Prism Armor,97,157,127,113,109,77,3.0,0.0,306.0,Slow,Undiscovered,120.0
800,Dawn Wings Necrozma,7,Prism  ,Psychic,4.2,350.0,Prism Armor,97,113,109,157,127,77,3.0,0.0,306.0,Slow,Undiscovered,120.0
800,Ultra Necrozma,7,Prism  ,Psychic,7.5,230.0,Neuroforce,97,167,97,167,97,129,3.0,0.0,339.0,Slow,Undiscovered,120.0
801,Magearna,7,Artificial  ,Steel,1.0,80.5,Soul-Heart,80,95,115,130,115,65,3.0,0.0,270.0,Slow,Undiscovered,120.0
802,Marshadow,7,Gloomdweller  ,Fighting,0.7,22.2,Technician,90,125,80,90,90,125,3.0,0.0,270.0,Slow,Undiscovered,120.0
803,Poipole,7,Poison Pin  ,Poison,0.6,1.8,Beast Boost,67,73,67,73,67,73,45.0,0.0,189.0,Slow,Undiscovered,120.0
804,Naganadel,7,Poison Pin  ,Poison,3.6,150.0,Beast Boost,73,73,73,127,73,121,45.0,0.0,243.0,Slow,Undiscovered,120.0
805,Stakataka,7,Rampart  ,Rock,5.5,820.0,Beast Boost,61,131,211,53,101,13,30.0,0.0,257.0,Slow,Undiscovered,120.0
806,Blacephalon,7,Fireworks  ,Fire,1.8,13.0,Beast Boost,53,127,53,151,79,107,30.0,0.0,257.0,Slow,Undiscovered,120.0
807,Zeraora,7,Thunderclap  ,Electric,1.5,44.5,Volt Absorb,88,112,75,102,80,143,3.0,0.0,270.0,Slow,Undiscovered,120.0
808,Meltan,7,Hex Nut  ,Steel,0.2,8.0,Magnet Pull,46,65,65,55,35,34,,,,Slow,Undiscovered,120.0
809,Melmetal,7,Hex Nut  ,Steel,2.5,800.0,Iron Fist,135,143,143,80,65,34,,,,Slow,Undiscovered,120.0
810,Grookey,8,Chimp  ,Grass,0.3,5.0,Overgrow,50,65,50,40,40,65,,,,Medium Slow,Field,20.0
811,Thwackey,8,Beat  ,Grass,0.7,14.0,Overgrow,70,85,70,55,60,80,,,,Medium Slow,Field,20.0
812,Rillaboom,8,Drummer  ,Grass,2.1,90.0,Overgrow,100,125,90,60,70,85,,,,Medium Slow,Field,20.0
813,Scorbunny,8,Rabbit  ,Fire,0.3,4.5,Blaze,50,71,40,40,40,69,,,,Medium Slow,Field,20.0
814,Raboot,8,Rabbit  ,Fire,0.6,9.0,Blaze,65,86,60,55,60,94,,,,Medium Slow,Field,20.0
815,Cinderace,8,Striker  ,Fire,1.4,33.0,Blaze,80,116,75,65,75,119,,,,Medium Slow,Field,20.0
816,Sobble,8,Water Lizard  ,Water,0.3,4.0,Torrent,50,40,40,70,40,70,,,,Medium Slow,Field,20.0
817,Drizzile,8,Water lizard  ,Water,0.7,11.5,Torrent,65,60,55,95,55,90,,,,Medium Slow,Field,20.0
818,Inteleon,8,Secret Agent  ,Water,1.9,45.2,Torrent,70,85,65,125,65,120,,,,Medium Slow,Field,20.0
819,Skwovet,8,Cheeky  ,Normal,0.3,2.5,Cheek Pouch,70,55,55,35,35,25,,,,Medium Fast,Field,20.0
820,Greedent,8,Greedy  ,Normal,0.6,6.0,Cheek Pouch,120,95,95,55,75,20,,,,Medium Fast,Field,20.0
821,Rookidee,8,Tiny Bird  ,Flying,0.2,1.8,Keen Eye,38,47,35,33,35,57,,,,Medium Slow,Flying,15.0
822,Corvisquire,8,Raven  ,Flying,0.8,16.0,Keen Eye,68,67,55,43,55,77,,,,Medium Slow,Flying,15.0
823,Corviknight,8,Raven  ,Flying,2.2,75.0,Pressure,98,87,105,53,85,67,,,,Medium Slow,Flying,15.0
824,Blipbug,8,Larva  ,Bug,0.4,8.0,Swarm,25,20,20,25,45,45,,,,Medium Fast,Bug,15.0
825,Dottler,8,Radome  ,Bug,0.4,19.5,Swarm,50,35,80,50,90,30,,,,Medium Fast,Bug,15.0
826,Orbeetle,8,Seven Spot  ,Bug,0.4,40.8,Swarm,60,45,110,80,120,90,,,,Medium Fast,Bug,15.0
827,Nickit,8,Fox  ,Dark,0.6,8.9,Run Away,40,28,28,47,52,50,,,,Fast,Field,15.0
828,Thievul,8,Fox  ,Dark,1.2,19.9,Run Away,70,58,58,87,92,90,,,,Fast,Field,15.0
829,Gossifleur,8,Flowering  ,Grass,0.4,2.2,Cotton Down,40,40,60,40,60,10,,,,Medium Fast,Grass,20.0
830,Eldegoss,8,Cotton Bloom  ,Grass,0.5,2.5,Cotton Down,60,50,90,80,120,60,,,,Medium Fast,Grass,20.0
831,Wooloo,8,Sheep  ,Normal,0.6,6.0,Fluffy,42,40,55,40,45,48,,,,Medium Fast,Field,15.0
832,Dubwool,8,Sheep  ,Normal,1.3,43.0,Fluffy,72,80,100,60,90,88,,,,Medium Fast,Field,15.0
833,Chewtle,8,Snapping  ,Water,0.3,8.5,Strong Jaw,50,64,50,38,38,44,,,,Medium Fast,Monster,20.0
834,Drednaw,8,Bite  ,Water,1.0,115.5,Strong Jaw,90,115,90,48,68,74,,,,Medium Fast,Monster,20.0
835,Yamper,8,Puppy  ,Electric,0.3,13.5,Ball Fetch,59,45,50,40,50,26,,,,Fast,Field,20.0
836,Boltund,8,Dog  ,Electric,1.0,34.0,Strong Jaw,69,90,60,90,60,121,,,,Fast,Field,20.0
837,Rolycoly,8,Coal  ,Rock,0.3,12.0,Steam Engine,30,40,50,40,50,30,,,,Medium Slow,Mineral,15.0
838,Carkol,8,Coal  ,Rock,1.1,78.0,Steam Engine,80,60,90,60,70,50,,,,Medium Slow,Mineral,15.0
839,Coalossal,8,Coal  ,Rock,2.8,310.5,Steam Engine,110,80,120,80,90,30,,,,Medium Slow,Mineral,15.0
840,Applin,8,Apple Core  ,Grass,0.2,0.5,Ripen,40,40,80,40,40,20,,,,Erratic,Dragon,20.0
841,Flapple,8,Apple Wing  ,Grass,0.3,1.0,Ripen,70,110,80,95,60,70,,,,Erratic,Dragon,20.0
842,Appletun,8,Apple Nectar  ,Grass,0.4,13.0,Ripen,110,85,80,100,80,30,,,,Erratic,Dragon,20.0
843,Silicobra,8,Sand Snake  ,Ground,2.2,7.6,Sand Spit,52,57,75,35,50,46,,,,Medium Fast,Dragon,20.0
844,Sandaconda,8,Sand Snake  ,Ground,3.8,65.5,Sand Spit,72,107,125,65,70,71,,,,Medium Fast,Dragon,20.0
845,Cramorant,8,Gulp  ,Flying,0.8,18.0,Gulp Missile,70,85,55,85,95,85,,,,Medium Fast,Flying,20.0
846,Arrokuda,8,Rush  ,Water,0.5,1.0,Swift Swim,41,63,40,40,30,66,,,,Slow,Water 2,20.0
847,Barraskewda,8,Skewer  ,Water,1.3,30.0,Swift Swim,61,123,60,60,50,136,,,,Slow,Water 2,20.0
848,Toxel,8,Baby  ,Electric,0.4,11.0,Rattled,40,38,35,54,35,40,,,,Medium Slow,Undiscovered,25.0
849,Toxtricity Low Key Form,8,Punk  ,Electric,1.6,40.0,Punk Rock,75,98,70,114,70,75,,,,Medium Slow,Human-Like,25.0
849,Toxtricity Amped Form,8,Punk  ,Electric,1.6,40.0,Punk Rock,75,98,70,114,70,75,,,,Medium Slow,Human-Like,25.0
850,Sizzlipede,8,Radiator  ,Fire,0.7,1.0,Flash Fire,50,65,45,50,50,45,,,,Medium Fast,Bug,20.0
851,Centiskorch,8,Radiator  ,Fire,3.0,120.0,Flash Fire,100,115,65,90,90,65,,,,Medium Fast,Bug,20.0
852,Clobbopus,8,Tantrum  ,Fighting,0.6,4.0,Limber,50,68,60,50,50,32,,,,Medium Slow,Human-Like,25.0
853,Grapploct,8,Tantrum  ,Fighting,1.6,39.0,Limber,80,118,90,70,80,42,,,,Medium Slow,Human-Like,25.0
854,Sinistea,8,Black Tea  ,Ghost,0.1,0.2,Weak Armor,40,45,45,74,54,50,,,,Medium Fast,Amorphous,20.0
855,Polteageist,8,Black Tea  ,Ghost,0.2,0.4,Weak Armor,60,65,65,134,114,70,,,,Medium Fast,Amorphous,20.0
856,Hatenna,8,Calm  ,Psychic,0.4,3.4,Healer,42,30,45,56,53,39,,,,Slow,Fairy,20.0
857,Hattrem,8,Serene  ,Psychic,0.6,4.8,Healer,57,40,65,86,73,49,,,,Slow,Fairy,20.0
858,Hatterene,8,Silent  ,Psychic,2.1,5.0,Healer,57,90,95,136,103,29,,,,Slow,Fairy,20.0
859,Impidimp,8,Wily  ,Dark,0.4,5.5,Prankster,45,45,30,55,40,50,,,,Medium Fast,Fairy,20.0
860,Morgrem,8,Devious  ,Dark,0.8,12.5,Prankster,65,60,45,75,55,70,,,,Medium Fast,Fairy,20.0
861,Grimmsnarl,8,Bulk Up  ,Dark,1.5,61.0,Prankster,95,120,65,95,75,60,,,,Medium Fast,Fairy,20.0
862,Obstagoon,8,Blocking  ,Dark,1.6,46.0,Reckless,93,90,101,60,81,95,,,,Medium Fast,Field,15.0
863,Perrserker,8,Viking  ,Steel,0.8,28.0,Battle Armor,70,110,100,50,60,50,,,,Medium Fast,Field,20.0
864,Cursola,8,Coral  ,Ghost,1.0,0.4,Weak Armor,60,95,50,145,130,30,,,,Fast,Water 1,20.0
865,Sirfetch'd,8,Wild Duck  ,Fighting,0.8,117.0,Steadfast,62,135,95,68,82,65,,,,Medium Fast,Field,20.0
866,Mr. Rime,8,Comedian  ,Psychic,1.5,58.2,Tangled Feet,80,85,75,110,100,70,,,,Medium Fast,Human-Like,25.0
867,Runerigus,8,Grudge  ,Ground,1.6,66.6,Wandering Spirit,58,95,145,50,105,30,,,,Medium Fast,Amorphous,25.0
868,Milcery,8,Cream  ,Fairy,0.2,0.3,Sweet Veil,45,40,40,50,61,34,,,,Medium Fast,Amorphous,20.0
869,Alcremie,8,Cream  ,Fairy,0.3,0.5,Sweet Veil,65,60,75,110,121,64,,,,Medium Fast,Amorphous,20.0
870,Falinks,8,Formation  ,Fighting,3.0,62.0,Battle Armor,65,100,100,70,60,75,,,,Medium Fast,Fairy,25.0
871,Pincurchin,8,Sea Urchin  ,Electric,0.3,1.0,Lightning Rod,48,101,95,91,85,15,,,,Medium Fast,Amorphous,20.0
872,Snom,8,Worm  ,Ice,0.3,3.8,Shield Dust,30,25,35,45,30,20,,,,Medium Fast,Bug,20.0
873,Frosmoth,8,Frost Moth  ,Ice,1.3,42.0,Shield Dust,70,65,60,125,90,65,,,,Medium Fast,Bug,20.0
874,Stonjourner,8,Big Rock  ,Rock,2.5,520.0,Power Spot,100,125,135,20,20,70,,,,Slow,Mineral,25.0
875,Eiscue Ice Face,8,Penguin  ,Ice,1.4,89.0,Ice Face,75,80,110,65,90,50,,,,Slow,Field,25.0
875,Eiscue Noice Face,8,Penguin  ,Ice,1.4,89.0,Ice Face,75,80,70,65,50,130,,,,Slow,Field,25.0
876,Indeedee Male,8,Emotion  ,Psychic,0.9,28.0,Inner Focus,60,65,55,105,95,95,,,,Fast,Fairy,40.0
876,Indeedee Female,8,Emotion  ,Psychic,0.9,28.0,Own Tempo,70,55,65,95,105,85,,,,Fast,Fairy,40.0
877,Morpeko Full Belly Mode,8,Two-Sided  ,Electric,0.3,3.0,Hunger Switch,58,95,58,70,58,97,,,,Medium Fast,Fairy,10.0
877,Morpeko Hangry Mode,8,Two-Sided  ,Electric,0.3,3.0,Hunger Switch,58,95,58,70,58,97,,,,Medium Fast,Fairy,10.0
878,Cufant,8,Copperderm  ,Steel,1.2,100.0,Sheer Force,72,80,49,40,49,40,,,,Medium Fast,Field,25.0
879,Copperajah,8,Copperderm  ,Steel,3.0,650.0,Sheer Force,122,130,69,80,69,30,,,,Medium Fast,Field,25.0
880,Dracozolt,8,Fossil  ,Electric,1.8,190.0,Volt Absorb,90,100,90,80,70,75,,,,Slow,Undiscovered,35.0
881,Arctozolt,8,Fossil  ,Electric,2.3,150.0,Volt Absorb,90,100,90,90,80,55,,,,Slow,Undiscovered,35.0
882,Dracovish,8,Fossil  ,Water,2.3,215.0,Water Absorb,90,90,100,70,80,75,,,,Slow,Undiscovered,35.0
883,Arctovish,8,Fossil  ,Water,2.0,175.0,Water Absorb,90,90,100,80,90,55,,,,Slow,Undiscovered,35.0
884,Duraludon,8,Alloy  ,Steel,1.8,40.0,Light Metal,70,95,115,120,50,85,,,,Medium Fast,Dragon,30.0
885,Dreepy,8,Lingering  ,Dragon,0.5,2.0,Clear Body,28,60,30,40,30,82,,,,Slow,Amorphous,40.0
886,Drakloak,8,Caretaker  ,Dragon,1.4,11.0,Clear Body,68,80,50,60,50,102,,,,Slow,Amorphous,40.0
887,Dragapult,8,Stealth  ,Dragon,3.0,50.0,Clear Body,88,120,75,100,75,142,,,,Slow,Amorphous,40.0
888,Zacian Crowned Sword,8,Warrior  ,Fairy,2.8,355.0,Intrepid Sword,92,170,115,80,115,148,,,,Slow,Undiscovered,120.0
888,Zacian Hero of Many Battles,8,Warrior  ,Fairy,2.8,110.0,Intrepid Sword,92,130,115,80,115,138,,,,Slow,Undiscovered,120.0
889,Zamazenta Crowned Shield,8,Warrior  ,Fighting,2.9,785.0,Dauntless Shield,92,130,145,80,145,128,,,,Slow,Undiscovered,120.0
889,Zamazenta Hero of Many Battles,8,Warrior  ,Fighting,2.9,210.0,Dauntless Shield,92,130,115,80,115,138,,,,Slow,Undiscovered,120.0
